PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
3200,"SUMMIT 4 FT 9"" RADIAL DRILL MOD#1975 S/N 1115 WITH BOX TABLE AND TOOLING",2017,3,0,0,0,,220,220
3200,"SUMMIT 4 FT 9"" RADIAL DRILL MOD#1975 S/N 1115 WITH BOX TABLE AND TOOLING",2017,6,0,0,0,,220,220
3200,"SUMMIT 4 FT 9"" RADIAL DRILL MOD#1975 S/N 1115 WITH BOX TABLE AND TOOLING",2017,9,0,0,0,,220,220
3200,"SUMMIT 4 FT 9"" RADIAL DRILL MOD#1975 S/N 1115 WITH BOX TABLE AND TOOLING",2017,12,0,0,0,,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,1,0,0,0,0,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,3,0,0,0,,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,5,0,0,0,,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,7,0,0,0,,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,9,0,0,0,,220,220
3200,CONVEYOR SYSTEM IN ACID AND LINE MARKING AREA FOR MARKING PIPE,2017,11,0,0,0,,220,220
3200,"HYTROL 16"" BELT DRIVE X 20 FT LONG S/N 21661   (SAW AREA)",2017,11,0,0,0,,220,220
3200,MARATHON 40 YD CONTAINER W/HYDRAULIC COMPACTOR                     (NW GATE),2017,7,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,1,0,0,0,0,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,2,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,3,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,5,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,6,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,7,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,8,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,9,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,10,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,11,0,0,0,,220,220
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,12,0,0,0,,220,220
3200,"POPE MACHINERY CO. 1571148 M-50-B 3/16"" X 6 FT 1/4"" X 5 FT PIPE ROLL",2017,1,0,0,0,0,220,220
3200,"POPE MACHINERY CO. 1571148 M-50-B 3/16"" X 6 FT 1/4"" X 5 FT PIPE ROLL",2017,9,0,0,0,,220,220
3200,"ACW SPECIAL M-70-B. 54"" X 48""",2017,1,0,0,0,0,220,220
3200,"ACW SPECIAL M-70-B. 54"" X 48""",2017,4,0,0,0,,220,220
3200,"ACW SPECIAL M-70-B. 54"" X 48""",2017,7,0,0,0,,220,220
3200,"ACW SPECIAL M-70-B. 54"" X 48""",2017,10,0,0,0,,220,220
3200,LEONARD PRODUCTS MOD# M343  S/N 26,2017,8,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,1,0,0,0,0,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,2,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,3,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,4,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,5,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,6,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,7,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,8,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,9,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,10,0,0,0,,220,220
3200,"VIRLI HYDRAULIC PLATE BENDING ROLLS 13' MDL 4RS-13-380 FOUR ROLL, DOUBLE PINCH",2017,11,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,1,0,0,0,0,220,220
3200,DOALL N.W. 364-1714.,2017,2,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,3,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,4,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,5,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,6,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,7,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,8,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,9,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,10,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,11,0,0,0,,220,220
3200,DOALL N.W. 364-1714.,2017,12,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,1,0,0,0,0,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,2,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,3,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,4,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,7,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,9,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,10,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,11,0,0,0,,220,220
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2017,12,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,1,0,0,0,0,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,2,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,4,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,5,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,6,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,8,0,0,0,,220,220
3200,DOALL SAW MDL TF-14 S/N 337-77326,2017,9,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,1,0,0,0,0,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,2,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,3,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,4,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,5,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,6,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,7,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,8,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,9,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,10,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,11,0,0,0,,220,220
3200,"DOALL 363-78240. BAND 1"" X 170-172""",2017,12,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,1,0,0,0,0,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,3,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,4,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,5,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,6,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,9,0,0,0,,220,220
3200,"24"" VERTICLE BAND SAW SS# 231-75337 1.25"" X 206"" BLADE, YOUNGSTOWN OHIO",2017,10,0,0,0,,220,220
3200,8-10-12 INCH BELLING MACHINE PURCHASED ON ACCT #78802,2017,8,0,0,0,,220,220
3200,8-10-12 INCH BELLING MACHINE PURCHASED ON ACCT #78802,2017,11,0,0,0,,220,220
3200,BELLING MACHINE PURCHASED ON ACCT# 73824 1.5 THRU 12,2017,2,0,0,0,,220,220
3200,BELLING MACHINE PURCHASED ON ACCT# 73824 1.5 THRU 12,2017,5,0,0,0,,220,220
3200,BELLING MACHINE PURCHASED ON ACCT# 73824 1.5 THRU 12,2017,8,0,0,0,,220,220
3200,BALDWIN SOUTHWARK CO. MOD# 60-C 350 TONS,2017,6,0,0,0,,220,220
3200,BALDWIN SOUTHWARK CO. MOD# 60-C 350 TONS,2017,12,0,0,0,,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,1,0,0,0,0,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,4,0,0,0,,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,5,0,0,0,,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,9,0,0,0,,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,10,0,0,0,,220,220
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,12,0,0,0,,220,220
3200,"1952 WMS./WHITE HYD. PRESS, S/N C-2882 36"" X 144"" X 2"" THICK BED, GE 20HP MTR.",2017,4,0,0,0,,220,220
3200,"1952 WMS./WHITE HYD. PRESS, S/N C-2882 36"" X 144"" X 2"" THICK BED, GE 20HP MTR.",2017,7,0,0,0,,220,220
3200,"1952 WMS./WHITE HYD. PRESS, S/N C-2882 36"" X 144"" X 2"" THICK BED, GE 20HP MTR.",2017,10,0,0,0,,220,220
3200,"1953 WMS-WHITE HYD. PRESS, S/N #C-2881 STOCK #000228, 11,200#, 96"" X 27"" BED",2017,4,0,0,0,,220,220
3200,"1953 WMS-WHITE HYD. PRESS, S/N #C-2881 STOCK #000228, 11,200#, 96"" X 27"" BED",2017,7,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,1,0,0,0,0,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,2,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,3,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,4,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,5,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,6,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,7,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,8,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,9,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,11,0,0,0,,220,220
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2017,12,0,0,0,,220,220
3200,8 CYLINDER 200 TON PRESS MODEL #200250 SERIAL #18252 480V 3 PHASE,2017,1,0,0,0,0,220,220
3200,8 CYLINDER 200 TON PRESS MODEL #200250 SERIAL #18252 480V 3 PHASE,2017,4,0,0,0,,220,220
3200,8 CYLINDER 200 TON PRESS MODEL #200250 SERIAL #18252 480V 3 PHASE,2017,7,0,0,0,,220,220
3200,8 CYLINDER 200 TON PRESS MODEL #200250 SERIAL #18252 480V 3 PHASE,2017,10,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,1,0,0,0,0,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,4,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,5,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,6,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,7,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,8,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,9,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,11,0,0,0,,220,220
3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2017,12,0,0,0,,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,1,0,0,0,0,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,4,0,0,0,,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,5,0,0,0,,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,9,0,0,0,,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,10,0,0,0,,220,220
3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36"" STROKE, 26"" RAM, PO M108039",2017,11,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,2,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,5,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,6,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,7,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,8,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,10,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,11,0,0,0,,220,220
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2017,12,0,0,0,,220,220
628,"PRATT-WHITNEY 24"" B497485AB 24"" SWING",2017,4,0,0,0,,220,220
628,"PRATT-WHITNEY 24"" B497485AB 24"" SWING",2017,10,0,0,0,,220,220
628,17 TON VANGUARD JR. PRESS,2017,4,0,0,0,,220,220
3405,CINCINNATI 21002,2017,2,0,0,0,,220,220
3405,CINCINNATI 21002,2017,8,0,0,0,,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,1,0,0,0,0,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,3,0,0,0,,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,5,0,0,0,,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,7,0,0,0,,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,9,0,0,0,,220,220
3405,"NIAGRA #51832  3/8"" X 10' MILD STEEL 1/4"" STAINLESS",2017,11,0,0,0,,220,220
3405,"CINCINNATI-BICKFORD 2L2878 CAP. 2-1/8"", 12-1/2"" SWING",2017,10,0,0,0,,220,220
3405,"E-Z PACK STATIONARY,40 YD HYDRAULIC MOD# 2.3 FPDP",2017,7,0,0,0,,220,220
3405,"FREEMAN 48"" SOLID WASTE BAILER S/N28010",2017,7,0,0,0,,220,220
3405,"WILLIAMS, WHITE & CO. MOD #14 PUNCH SERIAL #1724.  3/8"" TO 2""",2017,10,0,0,0,,220,220
3405,"WORTHINGTON 30,000# POSITIONER PURCHASED USED",2017,3,0,0,0,,220,220
3405,"WORTHINGTON 30,000# POSITIONER PURCHASED USED",2017,9,0,0,0,,220,220
3405,SAN ANGELO FDY. MOD 37-1 S/N #40475,2017,2,0,0,0,,220,220
3405,SAN ANGELO FDY. MOD 37-1 S/N #40475,2017,8,0,0,0,,220,220
3405,REEVES: MFC17891-MZ. TURNING CAP:40 TONS,2017,2,0,0,0,,220,220
3405,"30"" PIPE ROLL LOCATED AT 3405",2017,9,0,0,0,,220,220
3405,PULLMAX MOD# Z 41  3-GROOVE PIPE ROLLS,2017,2,0,0,0,,220,220
3405,PULLMAX MOD# Z 41  3-GROOVE PIPE ROLLS,2017,8,0,0,0,,220,220
3405,"WELDCO CORP S/N 109061 MOD# TRP-180/60 180,000# TURN-CAP;60,000# POW-CAP  3 HP",2017,3,0,0,0,,220,220
3405,DOALL VERTICAL BAND SAW S/N HS4512136,2017,3,0,0,0,,220,220
3405,DOALL VERTICAL BAND SAW S/N HS4512136,2017,6,0,0,0,,220,220
3405,DOALL VERTICAL BAND SAW S/N HS4512136,2017,9,0,0,0,,220,220
3405,DOALL VERTICAL BAND SAW S/N HS4512136,2017,12,0,0,0,,220,220
3405,"ROCKWELL-DELTA FZ-27-31 3/8-1/2"" X 93- 1/2"" BLADE  THROAT: 13-1/2""",2017,2,0,0,0,,220,220
3405,"ROCKWELL-DELTA FZ-27-31 3/8-1/2"" X 93- 1/2"" BLADE  THROAT: 13-1/2""",2017,5,0,0,0,,220,220
3405,"ROCKWELL-DELTA FZ-27-31 3/8-1/2"" X 93- 1/2"" BLADE  THROAT: 13-1/2""",2017,8,0,0,0,,220,220
3405,"ROCKWELL-DELTA FZ-27-31 3/8-1/2"" X 93- 1/2"" BLADE  THROAT: 13-1/2""",2017,11,0,0,0,,220,220
3405,ACW DESIGN MAX. OD: 6'  10 GA,2017,1,0,0,0,0,220,220
3405,"HASSLEHOLMS MEKANISKA AB OA1818  3"" X 3"" X 5/16""",2017,6,0,0,0,,220,220
3405,"HASSLEHOLMS MEKANISKA AB OA1818  3"" X 3"" X 5/16""",2017,12,0,0,0,,220,220
3405,#1 BUFFALO ROLL S/N 400673,2017,12,0,0,0,,220,220
3405,SMALL TUBE BENDER. ACW DESIGN,2017,6,0,0,0,,220,220
3405,SMALL TUBE BENDER. ACW DESIGN,2017,12,0,0,0,,220,220
3405,"POPE MACHINE CO 123546  CAP: 1/2"" X 12"", 5/8"" X 8""",2017,6,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,1,0,0,0,0,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,2,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,3,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,4,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,5,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,6,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,7,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,8,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,9,0,0,0,,220,220
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2017,12,0,0,0,,220,220
3405,ACW DESIGN  375-400 TONS,2017,6,0,0,0,,220,220
3405,ACW DESIGN  375-400 TONS,2017,12,0,0,0,,220,220
3405,COPPER SHOP  OILGAR 28162  90 TONS,2017,6,0,0,0,,220,220
3405,COPPER SHOP  OILGAR 28162  90 TONS,2017,12,0,0,0,,220,220
3405,RANSOME MOD# 1212 S/N 629601,2017,4,0,0,0,,220,220
4700,NIAGRA #40296 MOD# L12,2017,5,0,0,0,,220,220
4700,NIAGRA #40296 MOD# L12,2017,11,0,0,0,,220,220
4700,"DELTA CAT# 33-072, S/N 87H49893",2017,1,0,0,0,0,220,220
4700,"DELTA CAT# 33-072, S/N 87H49893",2017,4,0,0,0,,220,220
4700,"DELTA CAT# 33-072, S/N 87H49893",2017,7,0,0,0,,220,220
4700,"DELTA CAT# 33-072, S/N 87H49893",2017,10,0,0,0,,220,220
3200,HARRINGTON 1 TON HOIST 11-1-06,2017,3,0,0,0,,221.67,221.67
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2017,6,0,0,0,,222.61,222.61
27402,"METL-SAW 12' X 12' X 8"" CAP S/N 0345 MODEL #NF1214,T8",2017,4,0,0,0,,224.38,224.38
27402,"HYSTER 2004, 14100 LB CAP MDL S155XL S/N C024V01553B, M03568",2017,2,0,0,0,,226.12,226.12
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2017,1,0,0,0,0,227.76,227.76
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2017,2,0,0,0,,227.76,227.76
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2017,1,0,0,0,0,227.76,227.76
27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2017,2,0,0,0,,227.76,227.76
27402,"HYSTER 2004 5000 LB CAP MDL S50XM S/N 7187V31061B, MO6302",2017,4,0,0,0,,227.76,227.76
3200,YALE FORKLIFT MODEL GLC060VX S/N: A910V14469G 6000 LB CAP.,2017,10,0,0,0,,227.97,227.97
3317,"COMBI-LIFT 10000 LB CAP SIDELOADER S/N 13109, M02816",2017,1,0,0,0,0,227.97,227.97
4700,0,2017,1,0,0,0,0,227.97,227.97
4700,"SILENT LIFT HOIST S/N 17023 MOD# FKS 15 RATING 11/65  30,000 LB",2017,3,0,0,0,,227.97,227.97
27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2017,3,0,0,0,,228.31,228.31
2440,PETERBUILT 2002 TRACTOR MLD 330 LI# YAFD401 VIN# 2XPNAZ7X62M580904,2017,12,0,0,0,,228.71,228.71
27402,HYSTER FORKLIFT S50FT S/N#F187V18251J,2017,6,0,0,0,,228.8,228.8
27402,"COMBILIFT 5500 LB CAP MDL C5000 32"" FORK S/N 5357, 234"" LIFT W/AUX CARRIAGE",2017,5,0,0,0,,229.35,229.35
3317,"COMBI-LIFT 10000 LB CAP SIDELOADER S/N 13109, M02816",2017,5,0,0,0,,229.56,229.56
2440,"H E & M HYDRAULIC BAND SAW 18"" HIGH X 24"" WIDE",2017,1,0,0,0,0,229.99,229.99
27402,"COMBI-LIFT SIDELOADER 2008, 14000 LB CAP S/N 13108, P.O. M02816",2017,5,0,0,0,,231.5,231.5
3200,ZEKS HEATSINK TRUE CYCLING AIR DRYER MDL400HSGA400,2017,2,0,0,0,,234,234
2440,"TAUTLINER WIDE-FRAME DUAL AXLE SEMI- TRAILER,MOD.TS2W,#1UYTS2454GC7985 01",2017,1,0,0,0,0,237.24,237.24
27402,FRUEHAUF FLATBED TRAILER 27' VIN 1H4P02816GJ020201,2017,1,0,0,0,0,237.24,237.24
27402,32 FT INSIDE FRAME FLATBED SEMI-TRAILER MODEL FS2C S/N 1UYFS2326NC707401,2017,1,0,0,0,0,237.24,237.24
27402,"GREAT DANE TRAILER 45' X 96"" LIC# 46159V VIN# 1GRDM9020MM054804 1991",2017,1,0,0,0,0,237.24,237.24
27402,1HTSDAAN8XH651646 LIC. C39159D,2017,1,0,0,0,0,237.26,237.26
27402,"UTILITY 45' X 102 "" CURTAIN VAN M104536 1UYFS2462EA178302",2017,2,0,0,0,,238.87,238.87
27402,HE&M HYDRAULIC BAND SAW  S/N 600598 MODEL #H130HA-DC,2017,5,0,0,0,,239.86,239.86
3200,"KLING BROTHERS ENG. 4312P1 M-50-A, 3/8""- 10 FT,  5/8"" / 3-1/2 FT",2017,4,0,0,0,,239.89,239.89
3317,"COMBI-LIFT 10000 LB CAP SIDELOADER S/N 13109, M02816",2017,8,0,0,0,,242.22,242.22
3200,"STANDARD 12' 400 TON PRESS BRAKE MODEL AB400-12, S/N F11011059, P.O. M03404",2017,5,0,0,0,,245.08,245.08
3317,"HYSTER MOD. #H225H, 22,500# S/N C007PO 1699X 10 X 20 DRIVE/STEER TIRES",2017,4,0,0,0,,245.23,245.23
3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2017,2,1.28,0,26.41,,220,246.41
3200,I-R 1 T AIR CRANE 16196 R0J04245V ,2017,2,0,0,0,,246.66,246.66
3200,HARRINGTON 1 TON HOIST 11-1-06,2017,2,0,0,0,,246.67,246.67
3200,HARRINGTON 1 TON HOIST 11-1-06,2017,10,0,0,0,,246.67,246.67
3200,HARRINGTON 1 TON HOIST 11-1-06,2017,12,0,0,0,,246.67,246.67
3200,HARRINGTON 1 TON AIR HOIST AND TROLLEY,2017,2,0,0,0,,246.67,246.67
3200,HARRINGTON 1 TON AIR HOIST AND TROLLEY,2017,10,0,0,0,,246.67,246.67
3200,HARRINGTON 1 TON AIR HOIST AND TROLLEY,2017,12,0,0,0,,246.67,246.67
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2017,11,0,0,0,,247.47,247.47
27402,"COMBILIFT 2005, 10000 LB CAP SIDELOADER MDL CO60100LA72, S/N 5186",2017,12,0,0,0,,247.47,247.47
27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2017,11,0,0,0,,247.47,247.47
